Id,Label,d0,Degree,Weighted Degree,modularity_class,clustering,triangles
risus sardonicus,risus sardonicus,symptom,20,22,31,0.726316,138
postoperative tetanus,postoperative tetanus,symptom,12,12,31,1,66
otogenic tetanus,otogenic tetanus,symptom,12,12,31,1,66
spastic increase in muscle tone,spastic increase in muscle tone,symptom,23,23,31,0.581028,147
increased leucorrhea that is thick or purulent,increased leucorrhea that is thick or purulent,symptom,5,5,80,1,10
lower abdominal heaviness,lower abdominal heaviness,symptom,10,10,80,0.355556,16
itching or stinging of the vulva,itching or stinging of the vulva,symptom,5,5,80,1,10
as well as frequent urination,as well as frequent urination,symptom,5,5,80,1,10
purulent secretion after infection,purulent secretion after infection,symptom,4,4,80,1,6
sudden colicky pain in the upper right abdomen,sudden colicky pain in the upper right abdomen,symptom,13,13,51,1,78
pale red papules,pale red papules,symptom,7,7,25,1,21
non-itchy,non-itchy,symptom,7,7,25,1,21
ulceration forming round or irregularly shaped ulcers,ulceration forming round or irregularly shaped ulcers,symptom,7,7,25,1,21
a feeling of chest congestion,a feeling of chest congestion,symptom,4,4,79,1,6
a white tongue coating,a white tongue coating,symptom,4,4,79,1,6
erosion or crusting,erosion or crusting,symptom,1,1,100,0,0
impaired speech,impaired speech,symptom,23,23,31,0.86166,218
limb spasticity,limb spasticity,symptom,21,21,31,1,210
and facial asymmetry,and facial asymmetry,symptom,21,21,31,1,210
sensation of eye,sensation of eye,symptom,4,4,31,1,6
skin nodular erythema,skin nodular erythema,symptom,5,5,1,1,10
iris corneal granulomatous nodules,iris corneal granulomatous nodules,symptom,5,5,1,1,10
pulmonary fibrosis lesions,pulmonary fibrosis lesions,symptom,5,5,1,1,10
urine as dark as strong tea,urine as dark as strong tea,symptom,7,7,51,1,21
dribbling urination,dribbling urination,symptom,16,17,51,0.433333,52
thick gelatinous substances in urine,thick gelatinous substances in urine,symptom,7,7,51,1,21
congested erythema,congested erythema,symptom,1,1,51,0,0
pain of the gums,pain of the gums,symptom,2,2,0,1,1
appearance similar to herpes zoster,appearance similar to herpes zoster,symptom,12,12,100,1,66
small blisters on hands,small blisters on hands,symptom,12,12,100,1,66
myogenic weakness,myogenic weakness,symptom,18,20,31,0.607843,93
paroxysmal silly laugh,paroxysmal silly laugh,symptom,11,11,80,1,55
neuropathic pain in the lower limbs,neuropathic pain in the lower limbs,symptom,11,11,80,1,55
refractory hypertension,refractory hypertension,symptom,8,8,80,1,28
concomitant hypertension,concomitant hypertension,symptom,8,8,80,1,28
palpitations with hypertension,palpitations with hypertension,symptom,8,8,80,1,28
emotional hypertension,emotional hypertension,symptom,8,8,80,1,28
cervical hypertension,cervical hypertension,symptom,8,8,80,1,28
secondary hypertension,secondary hypertension,symptom,8,8,80,1,28
post-headless hypertension,post-headless hypertension,symptom,8,8,80,1,28
clinic-based hypertension,clinic-based hypertension,symptom,8,8,80,1,28
swollen submandibular lymph nodes,swollen submandibular lymph nodes,symptom,18,18,0,1,153
aversion to food,aversion to food,symptom,10,10,51,1,45
weakness in the shoulder girdle muscles,weakness in the shoulder girdle muscles,symptom,2,2,207,1,1
auditory fatigue,auditory fatigue,symptom,2,2,31,1,1
elevated hearing threshold,elevated hearing threshold,symptom,2,2,31,1,1
muscle bleeding,muscle bleeding,symptom,9,9,0,0.666667,24
swelling of cervical lymph nodes,swelling of cervical lymph nodes,symptom,5,5,0,1,10
intoxication symptoms,intoxication symptoms,symptom,5,5,0,1,10
abnormal nails,abnormal nails,symptom,17,17,100,0.595588,81
orbital mass,orbital mass,symptom,4,4,1,1,6
incomplete eyelid closure with conjunctival edema,incomplete eyelid closure with conjunctival edema,symptom,4,4,1,1,6
painless breast lump,painless breast lump,symptom,2,2,31,1,1
long duration of illness,long duration of illness,symptom,2,2,31,1,1
high fever or no rise in temperature,high fever or no rise in temperature,symptom,7,7,79,1,21
reduced or absent sweating in the lower body,reduced or absent sweating in the lower body,symptom,5,5,100,1,10
increased sweating after getting cold,increased sweating after getting cold,symptom,5,5,100,1,10
hyperhidrosis in palms,hyperhidrosis in palms,symptom,5,5,100,1,10
tubular-shaped nails,tubular-shaped nails,symptom,5,5,100,1,10
perception of foul sweat odor,perception of foul sweat odor,symptom,5,5,100,1,10
slight vaginal bleeding,slight vaginal bleeding,symptom,4,4,168,1,6
mild lower abdominal pain,mild lower abdominal pain,symptom,4,4,168,1,6
bleeding lasting for days or weeks,bleeding lasting for days or weeks,symptom,4,4,168,1,6
less amount of blood,less amount of blood,symptom,4,4,168,1,6
expulsion of the gestational product,expulsion of the gestational product,symptom,4,4,168,1,6
reticular erythema,reticular erythema,symptom,13,13,80,1,78
systemic vascular damage,systemic vascular damage,symptom,21,21,132,0.514286,108
varicella-like rash,varicella-like rash,symptom,3,3,51,1,3
and darkening of vision,and darkening of vision,symptom,2,2,1,1,1
dwarfism present at birth,dwarfism present at birth,symptom,7,7,80,1,21
café au lait spots,café au lait spots,symptom,7,7,80,1,21
excessive facial hair,excessive facial hair,symptom,7,7,80,1,21
shortening of the lower limbs,shortening of the lower limbs,symptom,7,7,80,1,21
inward turn of the feet,inward turn of the feet,symptom,7,7,80,1,21
leukocoria,leukocoria,symptom,3,3,31,1,3
acute intestinal volvulus,acute intestinal volvulus,symptom,15,16,51,0.828571,87
closed-loop intestinal obstruction,closed-loop intestinal obstruction,symptom,20,24,51,0.736842,140
weakness of lumbar,weakness of lumbar,symptom,12,12,79,1,66
rhinophyma,rhinophyma,symptom,26,27,100,0.652308,212
papulopustular acne,papulopustular acne,symptom,20,20,100,1,190
pigmented dermatosis,pigmented dermatosis,symptom,36,37,100,0.533333,336
elevated urine amylase,elevated urine amylase,symptom,11,11,51,1,55
orientation disturbances,orientation disturbances,symptom,11,11,51,1,55
reduced cardiac output,reduced cardiac output,symptom,28,30,79,0.743386,281
poor memory,poor memory,symptom,6,6,31,0.466667,7
large plaques of scleroderma-like patches appear on the anterior tibia,large plaques of scleroderma-like patches appear on the anterior tibia,symptom,0,0,169,0,0
reduced frequency of defecation,reduced frequency of defecation,symptom,3,3,51,1,3
insufficient pulse oxygenation,insufficient pulse oxygenation,symptom,6,6,51,1,15
cystic changes,cystic changes,symptom,8,8,51,0.642857,18
post-violence abdominal pain,post-violence abdominal pain,symptom,6,6,51,1,15
even anorexia,even anorexia,symptom,14,14,51,1,91
often with low-grade fever,often with low-grade fever,symptom,14,14,51,1,91
gradually appearing thirst,gradually appearing thirst,symptom,14,14,51,1,91
occasional dehydration,occasional dehydration,symptom,14,14,51,1,91
orthopneic breathing,orthopneic breathing,symptom,16,16,79,1,120
breast atrophy,breast atrophy,symptom,20,21,80,0.705263,134
excessive urination,excessive urination,symptom,7,7,51,1,21
knee deformity,knee deformity,symptom,2,2,207,1,1
genu valgum (knock-knee) or genu varum (bow-legged),genu valgum (knock-knee) or genu varum (bow-legged),symptom,2,2,207,1,1
limited motion,limited motion,symptom,4,4,207,0.333333,2
unilateral or bilateral breast swelling or tenderness,unilateral or bilateral breast swelling or tenderness,symptom,4,4,170,1,6
multiple breast lumps,multiple breast lumps,symptom,4,4,170,1,6
worsened by anger,worsened by anger,symptom,4,4,170,1,6
mental stress,mental stress,symptom,4,4,170,1,6
or fatigue,or fatigue,symptom,6,6,170,0.466667,7
limb overgrowth,limb overgrowth,symptom,27,27,80,0.609687,214
intestinal roundworm infection,intestinal roundworm infection,symptom,16,19,51,0.783333,94
barotrauma,barotrauma,symptom,15,18,79,0.847619,89
appearing bright or pale red,appearing bright or pale red,symptom,2,2,100,1,1
iritis,iritis,symptom,2,2,1,1,1
presence of petechiae on the skin,presence of petechiae on the skin,symptom,2,2,79,1,1
pale conjunctiva,pale conjunctiva,symptom,2,2,79,1,1
itching of the skin,itching of the skin,symptom,11,11,100,1,55
initial pain inside the nasal cavity,initial pain inside the nasal cavity,symptom,4,4,171,1,6
small pustules around the root of nasal hair follicle openings,small pustules around the root of nasal hair follicle openings,symptom,4,4,171,1,6
later the folliculitis infiltrates deeper,later the folliculitis infiltrates deeper,symptom,4,4,171,1,6
breaking through the skin,breaking through the skin,symptom,4,4,171,1,6
producing small pustules on the ala nasi,producing small pustules on the ala nasi,symptom,4,4,171,1,6
lacrimation,lacrimation,symptom,49,55,79,0.586735,690
tongue muscle rigidity,tongue muscle rigidity,symptom,18,18,79,1,153
and muscle spasms,and muscle spasms,symptom,18,18,79,1,153
auditory fatigue that gradually recovers after leaving the noisy environment,auditory fatigue that gradually recovers after leaving the noisy environment,symptom,1,1,79,0,0
minor skin trauma leading to fish-mouth-like fissures,minor skin trauma leading to fish-mouth-like fissures,symptom,10,10,100,1,45
exanthema,exanthema,symptom,28,31,100,0.626984,237
hard lumps,hard lumps,symptom,2,2,80,1,1
downward displacement of the tricuspid valve,downward displacement of the tricuspid valve,symptom,15,15,79,1,105
significant reduction in horizontal,significant reduction in horizontal,symptom,7,7,1,1,21
vertical palpebral fissures,vertical palpebral fissures,symptom,7,7,1,1,21
reverse epicanthus,reverse epicanthus,symptom,7,7,1,1,21
abnormally wide intercanthal distance,abnormally wide intercanthal distance,symptom,7,7,1,1,21
lower eyelid entropion,lower eyelid entropion,symptom,10,10,1,0.533333,24
and underdeveloped superior orbital rim,and underdeveloped superior orbital rim,symptom,7,7,1,1,21
intra-atrial conduction block,intra-atrial conduction block,symptom,11,11,79,1,55
very short nails,very short nails,symptom,11,11,79,1,55
no obvious precordial pulsation,no obvious precordial pulsation,symptom,25,26,79,0.703333,211
reduced ventricular fibrillation threshold,reduced ventricular fibrillation threshold,symptom,29,34,79,0.650246,264
intermittent localized itching that worsens gradually,intermittent localized itching that worsens gradually,symptom,4,4,172,1,6
intensifies with heat,intensifies with heat,symptom,4,4,172,1,6
local skin thickening,local skin thickening,symptom,4,4,172,1,6
menopausal symptoms,menopausal symptoms,symptom,4,4,172,1,6
and shortness of breath after activities,and shortness of breath after activities,symptom,4,4,79,1,6
sensation of dryness,sensation of dryness,symptom,7,7,1,1,21
fluctuation in visual acuity,fluctuation in visual acuity,symptom,7,7,1,1,21
missed heartbeats,missed heartbeats,symptom,8,8,79,1,28
sinoatrial conduction block,sinoatrial conduction block,symptom,8,8,79,1,28
anterior protrusion of the bone below the eye socket,anterior protrusion of the bone below the eye socket,symptom,11,11,118,1,55
cheek area,cheek area,symptom,23,23,118,0.478261,121
nasal overgrowth,nasal overgrowth,symptom,11,11,118,1,55
humpback nose,humpback nose,symptom,11,11,118,1,55
lip separation with teeth exposure,lip separation with teeth exposure,symptom,11,11,118,1,55
dental crowding,dental crowding,symptom,11,11,118,1,55
anterior tilting,anterior tilting,symptom,11,11,118,1,55
protrusion of the upper front teeth,protrusion of the upper front teeth,symptom,11,11,118,1,55
elongated upper dental arch,elongated upper dental arch,symptom,11,11,118,1,55
and class ii malocclusion,and class ii malocclusion,symptom,11,11,118,1,55
urgency followed by increased discomfort,urgency followed by increased discomfort,symptom,6,6,31,1,15
abdominal paradoxical breathing,abdominal paradoxical breathing,symptom,0,0,173,0,0
gingival pain,gingival pain,symptom,12,14,0,0.681818,45
swollen neck lymph nodes,swollen neck lymph nodes,symptom,21,21,0,0.604762,127
perianal erythema,perianal erythema,symptom,10,11,51,0.666667,30
progressively enlarging pulsatile mass on the inner side of the thigh,progressively enlarging pulsatile mass on the inner side of the thigh,symptom,1,1,174,0,0
generally painless or with mild distension pain or throbbing pain. infectious aneurysms may present with persistent pain,generally painless or with mild distension pain or throbbing pain. infectious aneurysms may present with persistent pain,symptom,1,1,174,0,0
blood-stained sputum resembling mashed peach,blood-stained sputum resembling mashed peach,symptom,9,9,51,1,36
right lower abdominal tenderness,right lower abdominal tenderness,symptom,34,42,51,0.609626,342
and infectious fever,and infectious fever,symptom,9,9,51,1,36
wrist swelling,wrist swelling,symptom,32,35,207,0.471774,234
severe pain at the radial styloid,severe pain at the radial styloid,symptom,5,5,207,1,10
tightness of breath,tightness of breath,symptom,2,2,100,1,1
underweight,underweight,symptom,31,33,130,0.574194,267
newborns exhibit rapid or labored breathing after resuscitation or birth,newborns exhibit rapid or labored breathing after resuscitation or birth,symptom,5,5,38,1,10
accompanied by cyanosis,accompanied by cyanosis,symptom,5,5,38,1,10
unstable body temperature,unstable body temperature,symptom,5,5,38,1,10
poor response,poor response,symptom,5,5,38,1,10
and progressively developing rales,and progressively developing rales,symptom,5,5,38,1,10
severe pain; fever,severe pain; fever,symptom,8,8,207,1,28
other systemic infection symptoms may occur in severe cases,other systemic infection symptoms may occur in severe cases,symptom,8,8,207,1,28
the presence of superficial ulcers on the skin,the presence of superficial ulcers on the skin,symptom,2,2,175,1,1
ranging in size from that of a pinhead to a green bean,ranging in size from that of a pinhead to a green bean,symptom,2,2,175,1,1
topped with black crusts,topped with black crusts,symptom,2,2,175,1,1
mucocutaneous lesions,mucocutaneous lesions,symptom,4,4,100,1,6
generalized lymphadenopathy,generalized lymphadenopathy,symptom,4,4,100,1,6
osseous,osseous,symptom,4,4,100,1,6
articular damage,articular damage,symptom,4,4,100,1,6
condylomata lata,condylomata lata,symptom,7,7,100,0.428571,9
short attention span,short attention span,symptom,13,13,31,1,78
overactivity,overactivity,symptom,13,13,31,1,78
or impulsiveness,or impulsiveness,symptom,13,13,31,1,78
